CASEID,wer_01,wer_03,wer_04,wer_05,wer_06,wer_07,wer_08,wer_09,ttlincg2,famincg2
6669,9,9,10,10,8,8,10,10,6,6
6670,8,10,10,10,10,7,10,10,3,3
6671,96,96,96,96,96,96,96,96,1,2
6672,96,96,96,96,96,96,96,96,1,3
6673,96,96,96,96,96,96,96,96,1,1
6674,9,0,10,10,5,6,9,9,5,5
6675,96,96,96,96,96,96,96,96,2,2
6676,96,96,96,96,96,96,96,96,2,2
6677,10,0,7,10,9,2,9,9,6,6
6678,8,9,9,10,5,3,10,9,4,6
6679,10,96,10,10,5,2,10,10,2,6
6680,9,96,9,10,5,7,10,10,4,5
6681,96,96,96,96,96,96,96,96,1,2
6682,7,7,8,9,8,3,9,10,2,2
6683,10,10,10,10,10,8,10,10,3,3
6684,96,96,96,96,96,96,96,96,1,1
6685,96,96,96,96,96,96,96,96,1,4
6686,96,96,96,96,96,96,96,96,1,3
6687,5,4,8,10,4,2,5,10,3,6
6688,10,96,10,10,0,0,10,10,5,6
6689,96,96,96,96,96,96,96,96,2,3
6690,96,96,96,96,96,96,96,96,1,1
6691,96,96,96,96,96,96,96,96,1,1
6692,96,96,96,96,96,96,96,96,1,1
6693,96,96,96,96,96,96,96,96,2,3
6694,10,10,10,5,10,7,0,10,2,4
6695,8,2,9,10,0,5,9,9,4,4
6696,96,96,96,96,96,96,96,96,1,3
6697,96,96,96,96,96,96,96,96,2,2
6698,0,2,0,1,10,2,0,0,4,4
6699,10,0,10,10,2,0,10,10,5,6
6700,8,2,8,10,0,5,7,10,6,6
6701,8,8,8,10,2,3,8,10,2,2
6702,5,3,10,10,3,3,8,8,2,4
6703,96,96,96,96,96,96,96,96,1,2
6704,10,10,7,10,10,10,7,10,3,4
6705,8,3,2,10,7,6,5,10,2,4
6706,10,10,8,10,10,10,7,9,1,2
6707,8,7,9,10,10,6,9,9,3,5
6708,96,96,96,96,96,96,96,96,4,4
6709,8,5,10,10,0,10,9,10,3,3
6710,10,8,5,7,10,7,8,10,4,4
6711,96,96,96,96,96,96,96,96,1,1
6712,96,96,96,96,96,96,96,96,1,1
6713,10,9,8,10,5,4,10,10,2,4
6714,8,10,0,10,8,6,6,7,6,6
6715,96,96,96,96,96,96,96,96,1,2
6716,8,7,8,9,8,9,5,8,5,5
6717,10,3,10,10,10,8,10,10,6,6
6718,96,96,96,96,96,96,96,96,2,2
6719,9,96,9,10,5,5,6,10,1,2
6720,7,5,8,10,10,3,4,3,3,3
6721,8,10,8,10,10,8,7,8,3,4
6722,5,0,5,10,0,0,10,10,4,6
6723,99,99,99,99,99,99,99,99,2,2
6724,96,96,96,96,96,96,96,96,2,2
6725,6,5,5,10,5,5,8,8,2,3
6726,96,96,96,96,96,96,96,96,4,5
6727,9,7,7,9,2,2,5,9,1,5
6728,96,96,96,96,96,96,96,96,5,5
6729,8,9,5,10,0,8,8,10,2,2
6730,96,96,96,96,96,96,96,96,3,6
6731,5,2,6,10,5,2,5,7,2,6
6732,6,7,9,10,5,6,9,8,4,6
6733,96,96,96,96,96,96,96,96,2,2
6734,8,8,10,10,8,8,10,8,5,6
6735,8,10,10,10,0,10,10,10,2,4
6736,9,8,8,8,6,5,8,8,5,5
6737,96,96,96,96,96,96,96,96,1,1
6738,7,9,7,8,10,5,5,10,2,2
6739,96,96,96,96,96,96,96,96,1,6
6740,10,96,10,10,0,0,10,10,2,2
6741,96,96,96,96,96,96,96,96,2,5
6742,96,96,96,96,96,96,96,96,2,2
6743,96,96,96,96,96,96,96,96,1,3
6744,96,96,96,96,96,96,96,96,5,6
6745,10,10,10,10,10,7,10,10,1,2
6746,96,96,96,96,96,96,96,96,5,6
6747,7,7,10,9,8,7,7,10,4,4
6748,96,96,96,96,96,96,96,96,2,2
6749,10,5,10,10,5,5,10,10,1,6
6750,96,96,96,96,96,96,96,96,2,4
6751,96,96,96,96,96,96,96,96,1,3
6752,8,96,10,10,8,2,9,10,4,4
6753,10,96,8,9,9,8,5,5,1,4
6754,10,5,10,10,6,8,8,8,3,3
6755,5,96,7,10,1,3,8,10,1,1
6756,96,96,96,96,96,96,96,96,1,1
6757,9,96,9,10,97,3,5,10,2,2
6758,96,96,96,96,96,96,96,96,6,6
6759,10,96,8,10,10,6,10,10,2,2
6760,9,5,10,10,6,2,10,10,3,6
6761,8,96,10,10,4,5,10,10,1,4
6762,7,5,9,10,10,8,8,10,3,5
6763,8,5,5,10,5,3,7,10,2,4
6764,96,96,96,96,96,96,96,96,1,1
6765,96,96,96,96,96,96,96,96,1,1
6766,10,96,97,10,97,97,10,8,1,4
6767,96,96,96,96,96,96,96,96,2,3
6768,10,96,9,10,3,2,7,10,1,6
6769,8,96,10,10,5,5,10,10,3,6
6770,96,96,96,96,96,96,96,96,1,1
6771,9,3,8,8,0,4,7,8,5,6
6772,96,96,96,96,96,96,96,96,2,2
6773,96,96,96,96,96,96,96,96,1,1
6774,10,4,10,10,5,5,10,10,2,2
6775,6,6,8,1,8,3,8,8,2,3
6776,9,6,10,10,3,9,9,9,4,4
6777,10,1,10,10,0,5,10,10,5,5
6778,96,96,96,96,96,96,96,96,1,4
6779,10,0,10,10,0,0,10,10,2,2
6780,7,10,8,9,10,10,7,7,5,6
6781,96,96,96,96,96,96,96,96,3,3
6782,10,0,7,10,7,0,10,10,3,6
6783,10,5,8,10,0,5,10,8,1,2
6784,8,4,6,10,0,5,10,10,2,3
6785,10,10,10,10,4,1,10,10,1,3
6786,8,8,8,9,5,5,7,9,1,2
6787,10,5,10,10,5,10,10,10,3,3
6788,96,96,96,96,96,96,96,96,3,4
6789,7,4,8,10,8,3,7,8,3,3
6790,7,4,1,10,7,4,8,8,4,6
6791,8,7,5,8,10,4,4,6,3,3
6792,8,10,10,9,10,5,9,10,2,2
6793,5,10,8,10,10,5,4,10,5,6
6794,10,96,10,10,1,1,10,10,3,3
6795,96,96,96,96,96,96,96,96,1,1
6796,7,6,7,10,8,8,7,10,2,4
6797,8,10,10,10,0,7,9,10,2,3
6798,5,96,7,10,5,5,5,10,3,3
6799,96,96,96,96,96,96,96,96,1,6
6800,96,96,96,96,96,96,96,96,1,2
6801,9,10,8,10,9,4,8,10,4,6
6802,96,96,96,96,96,96,96,96,1,1
6803,8,6,8,8,1,5,8,9,3,6
6804,9,5,9,9,5,6,7,9,5,5
6805,96,96,96,96,96,96,96,96,2,2
6806,10,5,10,10,5,5,10,10,2,4
6807,96,96,96,96,96,96,96,96,1,1
6808,10,5,7,10,0,3,10,10,1,1
6809,8,3,8,10,3,4,8,10,4,4
6810,96,96,96,96,96,96,96,96,1,1
6811,96,96,96,96,96,96,96,96,2,3
6812,5,10,10,10,5,6,10,10,1,2
6813,96,96,96,96,96,96,96,96,1,3
6814,10,5,9,10,3,5,8,10,4,6
6815,96,96,96,96,96,96,96,96,2,2
6816,96,96,96,96,96,96,96,96,1,2
6817,6,3,2,8,3,5,6,2,3,3
6818,7,5,6,9,1,4,4,10,3,3
6819,10,5,10,10,5,2,10,10,2,4
6820,96,96,96,96,96,96,96,96,4,5
6821,10,7,9,10,5,7,8,10,1,3
6822,96,96,96,96,96,96,96,96,3,3
6823,96,96,96,96,96,96,96,96,1,1
6824,5,10,7,7,10,5,2,10,4,4
6825,10,1,10,10,10,6,5,10,1,2
6826,2,9,10,10,10,7,3,9,1,1
6827,96,96,96,96,96,96,96,96,2,6
6828,8,4,10,10,6,7,7,8,6,6
6829,96,96,96,96,96,96,96,96,1,2
6830,10,10,10,10,10,5,10,10,3,3
6831,10,0,10,10,0,0,10,10,1,2
6832,96,96,96,96,96,96,96,96,2,2
6833,8,2,8,10,10,3,8,8,5,5
6834,9,7,8,8,10,5,8,10,2,2
6835,10,8,10,10,9,3,10,10,3,3
6836,8,96,7,8,10,5,8,9,1,1
6837,96,96,96,96,96,96,96,96,1,2
6838,10,1,10,10,0,0,10,10,2,3
6839,10,6,10,10,3,5,9,10,2,2
6840,10,10,10,10,4,6,10,10,2,2
6841,7,9,8,10,10,7,7,9,6,6
6842,96,96,96,96,96,96,96,96,1,3
6843,5,5,9,9,3,7,8,7,1,4
6844,7,96,7,10,8,6,8,7,2,2
6845,96,96,96,96,96,96,96,96,2,5
6846,96,96,96,96,96,96,96,96,1,3
6847,10,1,10,10,1,3,10,10,4,6
6848,9,96,5,5,1,5,5,1,1,2
6849,96,96,96,96,96,96,96,96,1,2
6850,96,96,96,96,96,96,96,96,1,1
6851,9,6,9,10,3,3,8,9,3,3
6852,96,96,96,96,96,96,96,96,1,2
6853,10,5,10,10,5,5,8,10,2,2
6854,10,5,10,10,3,5,7,10,2,6
6855,96,96,96,96,96,96,96,96,1,2
6856,10,3,9,10,1,2,9,10,2,5
6857,96,96,96,96,96,96,96,96,6,6
6858,10,3,10,10,0,2,9,10,4,6
6859,10,5,10,10,2,5,10,10,1,3
6860,96,96,96,96,96,96,96,96,1,1
6861,96,96,96,96,96,96,96,96,1,1
6862,96,96,96,96,96,96,96,96,2,4
6863,96,96,96,96,96,96,96,96,1,3
6864,96,96,96,96,96,96,96,96,1,1
6865,7,7,10,10,7,6,10,10,6,6
6866,10,1,10,8,0,0,9,10,1,4
6867,8,96,7,9,3,5,5,8,1,6
6868,8,0,8,10,5,5,9,9,2,3
6869,96,96,96,96,96,96,96,96,1,3
6870,10,9,10,10,8,8,10,10,2,4
6871,10,96,7,10,0,2,10,10,2,2
6872,96,96,96,96,96,96,96,96,1,3
6873,9,96,4,9,0,5,8,9,3,3
6874,7,96,7,7,3,3,5,9,1,2
6875,10,5,9,9,8,1,9,10,1,4
6876,8,5,9,9,0,2,8,8,6,6
6877,9,10,5,10,10,0,5,2,2,2
6878,96,96,96,96,96,96,96,96,1,1
6879,6,3,10,10,5,10,10,10,3,3
6880,96,96,96,96,96,96,96,96,1,1
6881,96,96,96,96,96,96,96,96,2,2
6882,10,8,8,10,5,8,10,10,2,6
6883,96,96,96,96,96,96,96,96,2,2
6884,7,99,7,7,0,10,10,10,2,3
6885,96,96,96,96,96,96,96,96,3,3
6886,10,0,10,10,0,0,10,10,2,3
6887,10,4,9,10,5,5,10,10,1,4
6888,5,5,5,10,10,10,10,10,1,1
6889,7,1,8,10,2,3,6,7,3,5
6890,96,96,96,96,96,96,96,96,1,1
6891,10,2,10,10,1,1,10,10,1,2
6892,96,96,96,96,96,96,96,96,2,2
6893,96,96,96,96,96,96,96,96,2,5
6894,96,96,96,96,96,96,96,96,1,6
6895,8,5,10,10,10,2,5,10,2,4
6896,96,96,96,96,96,96,96,96,2,2
6897,5,5,8,8,10,9,9,9,1,1
6898,10,96,10,10,5,0,10,10,1,1
6899,96,96,96,96,96,96,96,96,2,2
6900,96,96,96,96,96,96,96,96,1,1
6901,7,9,10,10,10,0,7,10,2,3
6902,10,10,10,10,10,6,5,10,3,6
6903,8,10,8,8,10,3,10,8,5,5
6904,9,4,9,10,5,5,10,10,3,5
6905,96,96,96,96,96,96,96,96,1,2
6906,96,96,96,96,96,96,96,96,1,4
6907,10,96,8,10,0,4,8,10,1,2
6908,10,5,10,10,10,2,8,10,2,3
6909,10,0,6,10,0,10,8,10,2,4
6910,8,8,8,10,10,10,10,10,1,1
6911,96,96,96,96,96,96,96,96,2,2
6912,6,6,8,10,5,6,9,10,3,4
6913,96,96,96,96,96,96,96,96,2,3
6914,8,7,8,9,10,2,7,9,2,3
6915,96,96,96,96,96,96,96,96,1,2
6916,96,96,96,96,96,96,96,96,3,3
6917,10,5,10,10,0,0,10,10,1,1
6918,8,96,6,10,1,8,3,10,2,5
6919,8,5,6,8,10,8,5,8,3,6
6920,96,96,96,96,96,96,96,96,1,1
6921,96,96,96,96,96,96,96,96,2,2
6922,10,10,10,10,5,2,2,10,3,4
6923,96,96,96,96,96,96,96,96,5,5
6924,8,7,8,9,7,3,8,8,4,6
6925,9,4,8,9,7,0,8,8,3,3
6926,7,0,10,10,10,5,10,10,3,4
6927,6,5,6,6,6,4,4,6,2,3
6928,8,0,10,10,7,2,10,9,3,6
6929,96,96,96,96,96,96,96,96,1,5
6930,10,2,9,10,5,8,10,10,3,3
6931,96,96,96,96,96,96,96,96,2,3
6932,10,10,10,10,5,7,7,10,3,4
6933,96,96,96,96,96,96,96,96,1,3
6934,8,96,10,9,1,4,6,10,1,1
6935,8,5,8,10,2,4,10,10,1,2
6936,96,96,96,96,96,96,96,96,2,6
6937,7,7,8,9,8,8,9,9,2,4
6938,10,0,10,10,5,7,10,10,2,2
6939,10,0,10,10,0,0,10,10,4,5
6940,96,96,96,96,96,96,96,96,2,2
6941,10,3,10,10,2,4,10,8,1,4
6942,96,96,96,96,96,96,96,96,2,2
6943,96,96,96,96,96,96,96,96,1,1
6944,10,1,10,10,0,1,9,10,6,6
6945,7,5,8,8,8,5,6,7,4,5
6946,96,96,96,96,96,96,96,96,3,3
6947,96,96,96,96,96,96,96,96,5,6
6948,96,96,96,96,96,96,96,96,6,6
6949,0,5,5,8,10,9,8,10,3,3
6950,8,96,8,8,10,5,8,8,6,6
6951,96,96,96,96,96,96,96,96,1,1
6952,5,5,8,10,2,6,8,10,1,3
6953,7,7,5,10,0,0,7,8,2,3
6954,96,96,96,96,96,96,96,96,1,1
6955,10,96,8,10,4,8,10,10,1,6
6956,5,5,6,8,3,3,8,5,3,3
6957,96,96,96,96,96,96,96,96,2,2
6958,10,10,8,8,10,5,6,8,3,5
6959,96,96,96,96,96,96,96,96,3,4
6960,9,2,8,10,1,3,7,10,3,5
6961,96,96,96,96,96,96,96,96,1,5
6962,7,7,8,10,5,7,10,10,3,5
6963,96,96,96,96,96,96,96,96,3,5
6964,7,7,10,10,5,5,8,8,3,3
6965,96,96,96,96,96,96,96,96,2,2
6966,96,96,96,96,96,96,96,96,2,2
6967,96,96,96,96,96,96,96,96,2,4
6968,10,96,10,10,7,4,10,10,1,1
6969,5,3,7,8,3,5,10,8,2,2
6970,96,96,96,96,96,96,96,96,1,2
6971,7,10,5,8,10,8,8,10,3,3
6972,96,96,96,96,96,96,96,96,3,4
6973,96,96,96,96,96,96,96,96,3,6
6974,96,96,96,96,96,96,96,96,1,6
6975,96,96,96,96,96,96,96,96,1,2
6976,9,2,4,10,2,3,8,8,4,6
6977,6,8,6,8,10,10,6,4,4,6
6978,96,96,96,96,96,96,96,96,2,3
6979,9,5,9,10,3,5,8,10,3,5
6980,5,8,4,8,8,8,9,5,4,6
6981,96,96,96,96,96,96,96,96,1,3
6982,96,96,96,96,96,96,96,96,2,4
6983,8,96,5,10,5,7,8,10,3,4
6984,8,4,7,8,5,6,8,8,5,5
6985,8,4,8,10,4,5,10,10,5,6
6986,10,5,8,10,4,4,6,9,1,6
6987,96,96,96,96,96,96,96,96,3,3
6988,7,4,10,10,1,5,9,10,1,1
6989,7,1,10,10,6,1,10,10,3,4
6990,10,4,6,8,0,0,10,10,2,2
6991,10,0,10,10,0,0,6,10,2,3
6992,10,3,10,10,1,1,10,10,1,3
6993,96,96,96,96,96,96,96,96,1,1
6994,8,10,10,10,3,8,7,9,2,6
6995,10,7,10,10,5,1,10,10,2,5
6996,96,96,96,96,96,96,96,96,2,2
6997,8,7,10,10,5,5,9,9,3,5
6998,4,8,10,10,10,6,6,5,3,4
6999,7,5,5,7,8,8,5,4,3,3
7000,10,2,9,10,2,3,10,10,3,3
7001,10,10,8,10,10,4,10,10,6,6
7002,8,7,8,8,10,6,10,8,6,6
7003,8,5,8,8,10,5,7,8,2,6
7004,96,96,96,96,96,96,96,96,1,1
7005,10,96,10,10,5,0,10,7,3,3
7006,8,5,8,10,2,7,8,10,6,6
7007,96,96,96,96,96,96,96,96,5,6
7008,96,96,96,96,96,96,96,96,4,4
7009,8,8,8,8,0,5,5,5,2,3
7010,8,3,9,9,2,5,7,9,5,6
7011,8,8,10,10,10,5,8,10,2,3
7012,8,0,9,10,10,6,9,10,1,3
7013,10,0,10,10,0,0,10,10,4,6
7014,9,96,8,9,10,6,10,10,2,5
7015,10,5,10,10,10,0,10,10,2,5
7016,96,96,96,96,96,96,96,96,1,6
7017,96,96,96,96,96,96,96,96,1,1
7018,10,96,10,10,4,2,5,10,1,1
7019,10,5,8,8,0,5,10,10,2,3
7020,10,5,10,10,4,4,10,10,2,4
7021,9,7,9,10,2,9,5,9,3,4
7022,10,7,9,10,1,2,8,10,3,6
7023,6,96,8,1,10,5,1,3,3,5
7024,96,96,96,96,96,96,96,96,1,2
7025,96,96,96,96,96,96,96,96,3,5
7026,96,96,96,96,96,96,96,96,3,3
7027,96,96,96,96,96,96,96,96,1,1
7028,96,96,96,96,96,96,96,96,3,6
7029,7,6,6,9,5,8,7,7,5,5
7030,96,96,96,96,96,96,96,96,2,3
7031,7,3,8,8,7,1,8,7,6,6
7032,7,5,8,8,10,7,9,9,3,4
7033,9,8,9,10,5,7,7,9,4,4
7034,96,96,96,96,96,96,96,96,3,3
7035,96,96,96,96,96,96,96,96,1,2
7036,96,96,96,96,96,96,96,96,2,2
7037,10,1,10,10,0,5,9,8,1,4
7038,96,96,96,96,96,96,96,96,3,3
7039,7,5,10,9,5,5,9,9,1,1
7040,3,96,5,4,10,10,3,7,3,3
7041,10,96,10,10,1,7,10,10,4,4
7042,4,4,9,9,6,1,9,7,4,6
7043,96,96,96,96,96,96,96,96,1,1
7044,8,1,8,10,10,5,5,10,6,6
7045,96,96,96,96,96,96,96,96,2,3
7046,9,7,10,10,10,8,10,10,1,4
7047,8,2,9,9,2,5,9,9,2,2
7048,8,96,10,8,3,8,8,8,1,4
7049,96,96,96,96,96,96,96,96,2,4
7050,9,10,8,9,0,7,10,10,3,3
7051,8,2,5,10,0,0,10,10,2,2
7052,96,96,96,96,96,96,96,96,1,2
7053,7,5,5,8,5,5,5,5,4,5
7054,10,96,7,7,6,5,8,10,1,4
7055,10,5,8,10,5,0,10,10,1,1
7056,7,96,7,5,0,1,8,8,2,5
7057,10,2,10,10,10,0,10,10,2,3
7058,96,96,96,96,96,96,96,96,1,1
7059,7,3,8,10,8,7,8,7,3,3
7060,10,5,10,10,4,8,10,10,3,5
7061,7,96,7,10,6,0,10,10,2,2
7062,96,96,96,96,96,96,96,96,1,2
7063,96,96,96,96,96,96,96,96,1,2
7064,96,96,96,96,96,96,96,96,2,2
7065,96,96,96,96,96,96,96,96,1,1
7066,7,5,6,9,10,4,9,10,1,4
7067,7,2,10,10,6,6,8,10,3,3
7068,96,96,96,96,96,96,96,96,2,4
7069,8,96,8,9,7,8,9,9,3,3
7070,96,96,96,96,96,96,96,96,1,2
7071,10,0,10,10,4,3,10,10,1,1
7072,9,7,9,10,5,6,10,10,2,2
7073,96,96,96,96,96,96,96,96,1,1
7074,96,96,96,96,96,96,96,96,1,2
7075,3,3,8,9,10,10,7,1,6,6
7076,9,9,10,10,6,6,6,9,1,5
7077,7,7,8,9,6,7,8,8,5,6
7078,9,96,9,10,10,8,9,10,4,6
7079,96,96,96,96,96,96,96,96,2,2
7080,96,96,96,96,96,96,96,96,2,6
7081,10,3,8,10,3,8,9,5,6,6
7082,9,3,10,10,3,8,10,10,3,6
7083,96,96,96,96,96,96,96,96,2,3
7084,10,5,10,10,0,0,10,10,3,6
7085,10,5,10,10,0,6,10,6,6,6
7086,96,96,96,96,96,96,96,96,1,1
7087,97,0,10,10,0,0,10,0,2,4
7088,5,8,8,8,9,9,9,9,6,6
7089,96,96,96,96,96,96,96,96,2,2
7090,7,8,6,9,4,6,8,8,2,2
7091,10,5,5,10,0,7,10,10,1,4
7092,8,8,7,10,5,9,3,7,2,6
7093,9,10,8,10,0,9,10,10,1,1
7094,9,96,9,9,4,4,9,8,2,3
7095,96,96,96,96,96,96,96,96,2,2
7096,10,5,10,10,0,5,10,10,2,4
7097,7,7,5,7,5,4,6,10,2,3
7098,96,96,96,96,96,96,96,96,2,6
7099,96,96,96,96,96,96,96,96,2,6
7100,96,96,96,96,96,96,96,96,1,1
7101,96,96,96,96,96,96,96,96,1,2
7102,96,96,96,96,96,96,96,96,2,3
7103,10,2,10,10,0,2,10,10,2,2
7104,10,5,10,10,5,3,8,10,4,6
7105,5,0,10,10,0,2,10,10,2,6
7106,96,96,96,96,96,96,96,96,2,5
7107,96,96,96,96,96,96,96,96,1,1
7108,7,2,9,9,9,7,6,9,1,2
7109,8,96,8,9,10,4,7,8,2,3
7110,9,0,9,10,0,0,8,9,2,6
7111,8,2,8,9,1,1,8,8,6,6
7112,96,96,96,96,96,96,96,96,3,3
7113,8,7,7,8,8,8,7,8,2,2
7114,10,9,9,10,8,2,9,10,2,2
7115,6,10,10,10,10,10,5,6,2,2
7116,96,96,96,96,96,96,96,96,1,4
7117,96,96,96,96,96,96,96,96,1,1
7118,8,9,8,9,10,9,9,9,5,6
7119,7,10,10,10,10,6,2,7,2,2
7120,10,2,10,10,7,4,10,10,2,2
7121,8,10,5,9,5,5,5,10,2,2
7122,96,96,96,96,96,96,96,96,3,6
7123,10,3,8,10,0,0,10,10,1,1
7124,8,8,3,8,2,3,5,9,3,6
7125,5,10,7,10,5,5,9,10,2,6
7126,10,8,7,10,8,5,9,10,1,3
7127,10,1,10,10,0,0,10,10,2,2
7128,7,96,8,8,2,2,8,9,1,6
7129,10,10,10,10,10,8,10,10,2,4
7130,8,5,7,10,4,5,7,8,2,3
7131,96,96,96,96,96,96,96,96,1,1
7132,8,5,4,9,6,4,7,9,4,5
7133,8,8,10,10,4,7,7,8,2,5
7134,96,96,96,96,96,96,96,96,2,2
7135,8,96,8,9,0,0,9,10,3,3
7136,7,9,3,7,3,4,7,5,2,6
7137,96,96,96,96,96,96,96,96,1,1
7138,8,3,10,10,5,7,7,10,3,5
7139,96,96,96,96,96,96,96,96,1,3
7140,6,2,10,8,3,0,10,10,1,6
7141,6,96,7,9,0,0,8,8,1,1
7142,10,1,10,10,0,0,8,10,5,5
7143,10,96,10,10,0,0,10,10,2,5
7144,10,2,5,10,4,2,8,10,2,2
7145,10,5,10,10,3,3,10,10,2,4
7146,10,8,8,10,8,8,9,10,1,5
7147,96,96,96,96,96,96,96,96,1,1
7148,96,96,96,96,96,96,96,96,2,2
7149,8,96,10,10,0,5,8,9,3,6
7150,96,96,96,96,96,96,96,96,1,6
7151,10,5,8,8,5,7,6,9,1,2
7152,8,10,8,8,0,1,9,10,2,3
7153,10,10,10,10,10,10,10,10,3,6
7154,10,1,9,10,1,1,9,10,6,6
7155,0,10,7,7,10,7,5,3,6,6
7156,7,2,10,10,0,0,8,10,4,4
7157,96,96,96,96,96,96,96,96,3,5
7158,96,96,96,96,96,96,96,96,2,2
7159,96,96,96,96,96,96,96,96,1,1
7160,10,4,10,10,1,1,10,10,3,5
7161,96,96,96,96,96,96,96,96,1,2
7162,10,7,8,10,5,5,7,8,6,6
7163,9,6,9,9,3,2,8,9,2,6
7164,96,96,96,96,96,96,96,96,4,5
7165,96,96,96,96,96,96,96,96,2,2
7166,96,96,96,96,96,96,96,96,3,4
7167,96,96,96,96,96,96,96,96,2,3
7168,10,3,9,10,1,2,8,8,5,6
7169,10,5,10,10,1,2,10,10,3,4
7170,96,96,96,96,96,96,96,96,1,3
7171,96,96,96,96,96,96,96,96,1,1
7172,96,96,96,96,96,96,96,96,1,1
7173,96,96,96,96,96,96,96,96,2,4
7174,96,96,96,96,96,96,96,96,2,2
7175,7,0,9,8,0,4,5,8,3,6
7176,96,96,96,96,96,96,96,96,2,3
7177,96,96,96,96,96,96,96,96,1,1
7178,96,96,96,96,96,96,96,96,1,3
7179,96,96,96,96,96,96,96,96,1,1
7180,9,9,6,10,1,1,9,10,4,5
7181,96,96,96,96,96,96,96,96,3,5
7182,96,96,96,96,96,96,96,96,3,5
7183,5,5,7,9,1,1,8,5,2,4
7184,8,10,5,10,10,2,6,10,3,3
7185,10,10,10,10,2,5,6,10,5,6
7186,96,96,96,96,96,96,96,96,1,1
7187,10,96,10,10,5,5,8,8,1,1
7188,96,96,96,96,96,96,96,96,2,6
7189,7,10,8,10,3,2,8,8,1,1
7190,96,96,96,96,96,96,96,96,1,1
7191,9,99,8,10,1,6,8,9,1,1
7192,96,96,96,96,96,96,96,96,1,1
7193,10,96,10,10,10,0,10,10,1,3
7194,10,3,5,10,0,0,7,10,4,4
7195,10,3,10,10,4,6,8,10,5,6
7196,96,96,96,96,96,96,96,96,1,1
7197,10,5,9,6,7,5,9,9,2,2
7198,9,10,9,8,5,2,8,10,1,1
7199,8,5,8,7,5,5,8,8,1,4
7200,96,96,96,96,96,96,96,96,3,3
7201,10,7,97,10,0,0,10,10,1,1
7202,7,5,8,9,4,4,6,9,3,6
7203,96,96,96,96,96,96,96,96,1,1
7204,10,2,10,10,8,2,10,10,1,6
7205,7,2,8,10,5,6,9,9,4,6
7206,5,96,8,5,10,5,10,10,1,1
7207,96,96,96,96,96,96,96,96,1,2
7208,10,2,10,10,8,1,9,10,3,3
7209,8,3,8,10,9,3,8,8,4,6
7210,8,5,10,10,0,4,8,10,4,6
7211,9,9,8,9,3,3,9,9,2,3
7212,10,0,10,10,0,0,10,10,3,3
7213,96,96,96,96,96,96,96,96,2,3
7214,8,8,9,8,9,9,7,9,1,1
7215,8,96,6,8,5,5,7,9,1,3
7216,7,3,5,7,2,3,7,5,2,2
7217,96,96,96,96,96,96,96,96,2,2
7218,8,5,8,9,4,3,9,10,1,2
7219,8,5,10,9,2,5,8,10,4,6
7220,96,96,96,96,96,96,96,96,1,2
7221,8,9,9,10,2,3,7,5,1,4
7222,10,3,10,10,5,2,10,10,1,4
7223,5,8,8,6,7,10,5,7,1,5
7224,96,96,96,96,96,96,96,96,1,3
7225,96,96,96,96,96,96,96,96,1,4
7226,96,96,96,96,96,96,96,96,2,4
7227,96,96,96,96,96,96,96,96,1,2
7228,8,5,8,8,7,4,8,10,3,3
7229,9,4,9,9,4,3,8,9,3,6
7230,5,8,8,10,6,8,8,10,3,6
7231,8,8,8,10,2,8,8,8,2,2
7232,8,9,10,10,1,3,6,9,1,4
7233,7,4,6,7,1,1,7,4,3,6
7234,5,6,4,8,4,5,7,6,3,3
7235,96,96,96,96,96,96,96,96,1,3
7236,10,0,10,10,0,1,10,10,2,2
7237,10,7,10,10,8,6,10,10,4,4
7238,96,96,96,96,96,96,96,96,2,4
7239,96,96,96,96,96,96,96,96,3,4
7240,96,96,96,96,96,96,96,96,1,4
7241,96,96,96,96,96,96,96,96,2,2
7242,8,4,10,10,1,4,8,10,1,1
7243,96,96,96,96,96,96,96,96,2,5
7244,7,96,8,10,5,4,7,9,1,5
7245,9,6,8,9,9,7,9,10,2,3
7246,9,5,9,9,1,2,10,10,6,6
7247,10,5,10,10,1,2,10,10,2,2
7248,96,96,96,96,96,96,96,96,1,2
7249,10,96,10,10,10,4,10,10,4,4
7250,8,7,7,8,3,3,6,7,6,6
7251,10,3,5,10,1,2,8,10,6,6
7252,96,96,96,96,96,96,96,96,2,2
7253,8,9,10,10,7,7,3,5,2,2
7254,10,0,9,10,8,0,10,10,3,5
7255,96,96,96,96,96,96,96,96,2,4
7256,10,5,10,10,10,5,10,10,2,2
7257,8,3,0,0,3,3,1,8,2,2
7258,10,96,10,10,6,2,10,10,4,4
7259,9,10,10,9,10,7,8,9,2,3
7260,9,96,9,10,10,5,10,10,1,3
7261,10,96,10,10,0,3,10,10,2,2
7262,96,96,96,96,96,96,96,96,2,3
7263,10,1,9,10,5,3,9,8,4,6
7264,8,8,10,10,7,7,9,9,3,5
7265,8,6,9,9,10,7,7,9,2,2
7266,5,5,5,8,2,5,8,8,2,3
7267,5,3,7,9,5,3,7,6,2,6
7268,8,96,8,10,0,0,8,9,3,3
7269,96,96,96,96,96,96,96,96,1,2
7270,10,10,10,10,0,0,10,10,1,1
7271,96,96,96,96,96,96,96,96,2,6
7272,9,8,10,10,7,5,10,10,2,2
7273,96,96,96,96,96,96,96,96,1,3
7274,96,96,96,96,96,96,96,96,1,3
