"","CASEID","Being happy when working hard","Cannot wait to leave work at the end of the day","Extra effort to get the job done without reward","Take pride in own work","Being happiest if never had to work again in life","Working drains energy from more important things","Best reward from working - Sense of accomplishment","Admiration for those who work hard","Income - Personal income group (before tax)"
"3272",6306,8,8,9,10,10,10,5,9,2
"3273",6308,7,6,7,9,10,9,8,8,2
"3274",6311,10,1,10,10,0,3,8,3,3
"3275",6314,8,5,5,10,6,2,10,10,4
"3276",6315,7,7,10,10,8,6,10,10,3
"3277",6316,10,0,10,10,10,10,10,10,3
"3278",6319,9,9,9,9,2,2,9,7,6
"3279",6321,9,9,10,10,10,10,9,9,4
"3280",6322,6,8,0,8,8,8,5,6,2
"3281",6323,8,10,10,10,0,3,3,9,1
"3282",6324,10,10,10,10,0,0,10,10,2
"3283",6328,8,5,8,10,10,5,8,10,1
"3284",6330,10,3,8,10,5,2,7,10,1
"3285",6331,6,10,9,0,10,7,0,10,2
"3286",6333,7,5,8,8,0,5,7,9,5
"3287",6334,7,5,1,9,3,4,7,9,2
"3288",6336,7,2,9,9,5,2,5,8,3
"3289",6339,8,9,9,9,10,7,8,10,2
"3290",6340,10,5,8,10,10,4,10,10,5
"3291",6342,10,5,9,10,5,4,7,10,2
"3292",6343,10,7,10,10,10,5,10,10,2
"3293",6346,7,4,10,8,1,1,8,10,2
"3294",6347,10,1,10,10,0,5,8,8,2
"3295",6348,7,3,6,9,10,3,6,8,2
"3296",6349,10,10,10,10,10,7,7,10,2
"3297",6351,9,3,10,10,6,5,10,10,2
"3298",6353,10,5,10,10,2,2,8,10,1
"3299",6355,9,6,9,9,4,3,9,8,3
"3300",6357,10,0,10,10,0,5,5,10,5
"3301",6358,6,5,8,9,5,6,5,4,3
"3302",6359,10,8,9,10,5,2,9,10,3
"3303",6360,5,7,7,6,5,2,8,10,2
"3304",6361,7,2,10,9,4,3,9,10,5
"3305",6364,8,1,10,10,5,1,10,10,2
"3306",6366,10,10,10,10,10,10,8,9,3
"3307",6368,6,4,8,6,6,5,7,4,2
"3308",6369,8,9,9,10,5,6,7,8,2
"3309",6372,7,10,10,10,10,3,7,10,2
"3310",6373,8,7,9,5,3,5,6,10,3
"3311",6374,8,10,8,10,10,5,8,10,2
"3312",6376,8,5,10,10,10,4,9,8,3
"3313",6377,5,10,1,10,10,10,8,10,1
"3314",6379,8,4,8,8,2,0,7,10,2
"3315",6380,8,4,10,10,10,10,8,10,6
"3316",6382,10,10,8,8,10,7,10,10,1
"3317",6385,7,0,7,10,3,5,10,7,2
"3318",6386,7,3,10,10,10,8,7,8,1
"3319",6387,7,7,8,10,5,7,7,10,2
"3320",6389,2,10,8,10,10,10,8,8,1
"3321",6390,10,7,8,10,10,5,7,8,3
"3322",6392,10,8,5,10,8,0,10,10,2
"3323",6393,8,2,8,10,0,5,7,9,3
"3324",6394,10,5,8,8,8,6,7,9,2
"3325",6396,8,5,10,10,10,2,10,10,4
"3326",6400,10,3,10,10,0,7,10,10,1
"3327",6401,9,5,3,10,0,4,8,10,2
"3328",6405,8,5,8,10,5,5,8,9,4
"3329",6408,7,1,9,7,1,1,6,6,3
"3330",6412,5,0,5,10,0,0,10,10,6
"3331",6415,8,2,8,9,6,7,10,10,2
"3332",6417,10,10,5,10,10,8,8,10,3
"3333",6420,7,2,8,8,5,2,7,8,3
"3334",6422,6,5,6,8,5,5,7,8,1
"3335",6424,7,3,10,10,10,5,5,10,2
"3336",6425,7,5,7,8,7,6,4,7,3
"3337",6427,8,8,5,10,10,10,7,7,1
"3338",6428,7,6,6,10,0,2,7,6,2
"3339",6431,5,6,9,9,10,5,7,8,2
"3340",6433,10,10,8,10,8,7,10,10,2
"3341",6439,8,8,9,10,2,8,7,9,4
"3342",6441,10,0,10,10,0,0,10,10,1
"3343",6442,7,10,10,1,5,5,7,10,2
"3344",6443,7,5,4,10,1,6,8,8,2
"3345",6444,10,0,10,10,0,3,8,10,4
"3346",6446,8,6,8,10,6,6,9,10,6
"3347",6447,8,2,10,10,0,0,9,10,3
"3348",6452,8,3,8,10,0,6,8,8,4
"3349",6453,0,10,3,3,10,10,7,6,2
"3350",6454,10,10,10,10,1,2,8,10,2
"3351",6459,10,10,8,9,5,6,7,8,2
"3352",6460,8,6,10,10,2,5,8,8,6
"3353",6464,9,7,10,8,5,3,7,10,1
"3354",6465,6,2,10,10,0,0,8,9,3
"3355",6466,8,5,6,10,1,1,3,6,1
"3356",6467,9,3,9,9,4,3,7,9,6
"3357",6468,10,10,10,10,0,3,8,9,5
"3358",6470,10,5,10,10,4,0,8,8,4
"3359",6472,10,8,10,10,10,10,8,10,3
"3360",6473,9,0,10,10,5,7,7,9,3
"3361",6474,10,5,8,10,10,0,10,10,2
"3362",6480,5,10,9,0,9,5,6,9,2
"3363",6481,8,7,9,10,9,4,8,10,3
"3364",6483,9,10,10,10,10,10,10,10,3
"3365",6484,10,10,10,10,0,10,10,10,3
"3366",6487,8,5,8,8,0,7,5,8,1
"3367",6491,8,3,9,9,2,4,9,9,2
"3368",6492,8,0,10,10,2,2,9,5,3
"3369",6493,10,8,10,10,0,5,10,10,3
"3370",6494,9,5,7,9,1,5,6,8,3
"3371",6495,10,2,9,10,2,4,10,10,1
"3372",6497,10,10,10,10,0,0,10,10,1
"3373",6506,6,5,5,8,8,5,4,8,2
"3374",6507,5,5,8,10,10,3,8,10,1
"3375",6509,9,8,6,9,10,5,8,9,1
"3376",6511,9,2,5,8,1,4,8,8,4
"3377",6515,5,7,6,8,1,2,10,10,2
"3378",6517,7,9,10,10,8,8,8,9,3
"3379",6520,10,2,10,10,2,8,10,10,3
"3380",6522,6,10,3,4,5,7,0,8,2
"3381",6524,10,5,9,9,7,1,5,10,1
"3382",6527,7,5,10,10,2,0,9,10,1
"3383",6529,7,10,10,10,10,10,10,7,3
"3384",6534,8,5,8,9,7,3,6,8,1
"3385",6536,9,5,8,10,3,2,10,10,4
"3386",6540,8,0,10,10,4,10,10,8,5
"3387",6541,10,1,9,10,2,2,8,9,2
"3388",6544,8,5,7,10,5,2,8,10,5
"3389",6545,10,0,10,10,0,0,10,10,6
"3390",6547,8,6,8,8,3,3,8,8,3
"3391",6552,10,5,10,10,5,5,10,10,1
"3392",6553,8,10,8,10,10,2,5,10,4
"3393",6554,9,10,10,10,10,6,10,10,3
"3394",6555,6,1,9,9,1,2,9,10,3
"3395",6556,10,6,7,10,10,3,8,9,2
"3396",6557,10,3,10,10,3,8,10,8,4
"3397",6558,8,7,8,9,8,4,6,8,2
"3398",6560,8,5,8,10,0,1,10,10,2
"3399",6565,10,5,10,10,1,1,10,10,2
"3400",6571,8,6,7,9,3,4,5,8,3
"3401",6572,10,10,10,10,5,5,10,10,3
"3402",6578,10,0,10,10,0,0,10,10,3
"3403",6579,10,4,10,10,2,3,9,10,4
"3404",6584,7,5,6,10,6,6,10,10,3
"3405",6586,9,7,9,9,8,5,9,9,3
"3406",6587,8,2,3,10,3,7,7,8,6
"3407",6588,10,10,9,10,8,7,10,10,5
"3408",6589,5,5,8,9,5,7,5,10,4
"3409",6590,8,3,8,10,10,5,8,10,3
"3410",6593,8,8,8,9,5,5,7,7,3
"3411",6594,8,5,8,10,0,5,8,10,3
"3412",6599,10,2,10,10,5,5,7,10,1
"3413",6600,10,5,10,10,0,1,5,10,2
"3414",6602,6,6,10,10,5,5,6,10,4
"3415",6604,7,5,7,9,2,3,8,7,4
"3416",6605,8,6,10,9,3,4,5,7,5
"3417",6607,8,7,7,7,10,7,7,7,3
"3418",6608,10,5,10,10,3,7,10,10,5
"3419",6609,9,7,5,6,1,7,8,9,1
"3420",6611,10,9,10,10,10,5,10,10,3
"3421",6612,8,3,7,9,7,5,5,8,5
"3422",6615,10,10,5,10,7,10,5,10,4
"3423",6619,7,10,8,10,10,5,4,10,6
"3424",6624,8,10,7,10,8,3,10,5,2
"3425",6625,8,5,8,10,6,6,7,7,3
"3426",6626,10,6,8,9,0,7,10,10,3
"3427",6629,9,2,8,10,1,6,4,9,6
"3428",6632,8,5,8,10,4,2,8,10,3
"3429",6634,9,10,9,9,10,0,10,10,1
"3430",6642,7,6,7,8,4,5,7,9,1
"3431",6643,9,0,10,10,0,5,10,10,3
"3432",6644,7,7,7,10,7,6,8,8,3
"3433",6645,10,3,8,10,0,2,8,8,2
"3434",6646,10,4,10,10,3,3,10,10,4
"3435",6648,5,10,3,6,5,2,6,7,3
"3436",6653,8,1,10,6,4,8,9,10,3
"3437",6654,2,10,7,10,10,10,6,8,2
"3438",6655,9,5,8,9,9,2,8,9,4
"3439",6658,8,4,7,10,10,5,9,10,5
"3440",6660,5,5,10,5,5,1,5,5,1
"3441",6661,6,6,7,9,9,8,7,8,4
"3442",6664,6,4,4,5,4,6,5,6,2
"3443",6666,6,4,7,8,5,8,7,7,3
"3444",6667,10,0,10,10,0,0,10,10,1
"3445",6668,8,3,3,9,10,5,3,9,6
"3446",6669,9,9,10,10,8,8,10,10,6
"3447",6670,8,10,10,10,10,7,10,10,3
"3448",6674,9,0,10,10,5,6,9,9,5
"3449",6677,10,0,7,10,9,2,9,9,6
"3450",6678,8,9,9,10,5,3,10,9,4
"3451",6682,7,7,8,9,8,3,9,10,2
"3452",6683,10,10,10,10,10,8,10,10,3
"3453",6687,5,4,8,10,4,2,5,10,3
"3454",6694,10,10,10,5,10,7,0,10,2
"3455",6695,8,2,9,10,0,5,9,9,4
"3456",6698,0,2,0,1,10,2,0,0,4
"3457",6699,10,0,10,10,2,0,10,10,5
"3458",6700,8,2,8,10,0,5,7,10,6
"3459",6701,8,8,8,10,2,3,8,10,2
"3460",6702,5,3,10,10,3,3,8,8,2
"3461",6704,10,10,7,10,10,10,7,10,3
"3462",6705,8,3,2,10,7,6,5,10,2
"3463",6706,10,10,8,10,10,10,7,9,1
"3464",6707,8,7,9,10,10,6,9,9,3
"3465",6709,8,5,10,10,0,10,9,10,3
"3466",6710,10,8,5,7,10,7,8,10,4
"3467",6713,10,9,8,10,5,4,10,10,2
"3468",6714,8,10,0,10,8,6,6,7,6
"3469",6716,8,7,8,9,8,9,5,8,5
"3470",6717,10,3,10,10,10,8,10,10,6
"3471",6720,7,5,8,10,10,3,4,3,3
"3472",6721,8,10,8,10,10,8,7,8,3
"3473",6722,5,0,5,10,0,0,10,10,4
"3474",6725,6,5,5,10,5,5,8,8,2
"3475",6727,9,7,7,9,2,2,5,9,1
"3476",6729,8,9,5,10,0,8,8,10,2
"3477",6731,5,2,6,10,5,2,5,7,2
"3478",6732,6,7,9,10,5,6,9,8,4
"3479",6734,8,8,10,10,8,8,10,8,5
"3480",6735,8,10,10,10,0,10,10,10,2
"3481",6736,9,8,8,8,6,5,8,8,5
"3482",6738,7,9,7,8,10,5,5,10,2
"3483",6745,10,10,10,10,10,7,10,10,1
"3484",6747,7,7,10,9,8,7,7,10,4
"3485",6749,10,5,10,10,5,5,10,10,1
"3486",6754,10,5,10,10,6,8,8,8,3
"3487",6760,9,5,10,10,6,2,10,10,3
"3488",6762,7,5,9,10,10,8,8,10,3
"3489",6763,8,5,5,10,5,3,7,10,2
"3490",6771,9,3,8,8,0,4,7,8,5
"3491",6774,10,4,10,10,5,5,10,10,2
"3492",6775,6,6,8,1,8,3,8,8,2
"3493",6776,9,6,10,10,3,9,9,9,4
"3494",6777,10,1,10,10,0,5,10,10,5
"3495",6779,10,0,10,10,0,0,10,10,2
"3496",6780,7,10,8,9,10,10,7,7,5
"3497",6782,10,0,7,10,7,0,10,10,3
"3498",6783,10,5,8,10,0,5,10,8,1
"3499",6784,8,4,6,10,0,5,10,10,2
"3500",6785,10,10,10,10,4,1,10,10,1
"3501",6786,8,8,8,9,5,5,7,9,1
"3502",6787,10,5,10,10,5,10,10,10,3
"3503",6789,7,4,8,10,8,3,7,8,3
"3504",6790,7,4,1,10,7,4,8,8,4
"3505",6791,8,7,5,8,10,4,4,6,3
"3506",6792,8,10,10,9,10,5,9,10,2
"3507",6793,5,10,8,10,10,5,4,10,5
"3508",6796,7,6,7,10,8,8,7,10,2
"3509",6797,8,10,10,10,0,7,9,10,2
"3510",6801,9,10,8,10,9,4,8,10,4
"3511",6803,8,6,8,8,1,5,8,9,3
"3512",6804,9,5,9,9,5,6,7,9,5
"3513",6806,10,5,10,10,5,5,10,10,2
"3514",6808,10,5,7,10,0,3,10,10,1
"3515",6809,8,3,8,10,3,4,8,10,4
"3516",6812,5,10,10,10,5,6,10,10,1
"3517",6814,10,5,9,10,3,5,8,10,4
"3518",6817,6,3,2,8,3,5,6,2,3
"3519",6818,7,5,6,9,1,4,4,10,3
"3520",6819,10,5,10,10,5,2,10,10,2
"3521",6821,10,7,9,10,5,7,8,10,1
"3522",6824,5,10,7,7,10,5,2,10,4
"3523",6825,10,1,10,10,10,6,5,10,1
"3524",6826,2,9,10,10,10,7,3,9,1
"3525",6828,8,4,10,10,6,7,7,8,6
"3526",6830,10,10,10,10,10,5,10,10,3
"3527",6831,10,0,10,10,0,0,10,10,1
"3528",6833,8,2,8,10,10,3,8,8,5
"3529",6834,9,7,8,8,10,5,8,10,2
"3530",6835,10,8,10,10,9,3,10,10,3
"3531",6838,10,1,10,10,0,0,10,10,2
"3532",6839,10,6,10,10,3,5,9,10,2
"3533",6840,10,10,10,10,4,6,10,10,2
"3534",6841,7,9,8,10,10,7,7,9,6
"3535",6843,5,5,9,9,3,7,8,7,1
"3536",6847,10,1,10,10,1,3,10,10,4
"3537",6851,9,6,9,10,3,3,8,9,3
"3538",6853,10,5,10,10,5,5,8,10,2
"3539",6854,10,5,10,10,3,5,7,10,2
"3540",6856,10,3,9,10,1,2,9,10,2
"3541",6858,10,3,10,10,0,2,9,10,4
"3542",6859,10,5,10,10,2,5,10,10,1
"3543",6865,7,7,10,10,7,6,10,10,6
"3544",6866,10,1,10,8,0,0,9,10,1
"3545",6868,8,0,8,10,5,5,9,9,2
"3546",6870,10,9,10,10,8,8,10,10,2
"3547",6875,10,5,9,9,8,1,9,10,1
"3548",6876,8,5,9,9,0,2,8,8,6
"3549",6877,9,10,5,10,10,0,5,2,2
"3550",6879,6,3,10,10,5,10,10,10,3
"3551",6882,10,8,8,10,5,8,10,10,2
"3552",6886,10,0,10,10,0,0,10,10,2
"3553",6887,10,4,9,10,5,5,10,10,1
"3554",6888,5,5,5,10,10,10,10,10,1
"3555",6889,7,1,8,10,2,3,6,7,3
"3556",6891,10,2,10,10,1,1,10,10,1
"3557",6895,8,5,10,10,10,2,5,10,2
"3558",6897,5,5,8,8,10,9,9,9,1
"3559",6901,7,9,10,10,10,0,7,10,2
"3560",6902,10,10,10,10,10,6,5,10,3
"3561",6903,8,10,8,8,10,3,10,8,5
"3562",6904,9,4,9,10,5,5,10,10,3
"3563",6908,10,5,10,10,10,2,8,10,2
"3564",6909,10,0,6,10,0,10,8,10,2
"3565",6910,8,8,8,10,10,10,10,10,1
"3566",6912,6,6,8,10,5,6,9,10,3
"3567",6914,8,7,8,9,10,2,7,9,2
"3568",6917,10,5,10,10,0,0,10,10,1
"3569",6919,8,5,6,8,10,8,5,8,3
"3570",6922,10,10,10,10,5,2,2,10,3
"3571",6924,8,7,8,9,7,3,8,8,4
"3572",6925,9,4,8,9,7,0,8,8,3
"3573",6926,7,0,10,10,10,5,10,10,3
"3574",6927,6,5,6,6,6,4,4,6,2
"3575",6928,8,0,10,10,7,2,10,9,3
"3576",6930,10,2,9,10,5,8,10,10,3
"3577",6932,10,10,10,10,5,7,7,10,3
"3578",6935,8,5,8,10,2,4,10,10,1
"3579",6937,7,7,8,9,8,8,9,9,2
"3580",6938,10,0,10,10,5,7,10,10,2
"3581",6939,10,0,10,10,0,0,10,10,4
"3582",6941,10,3,10,10,2,4,10,8,1
"3583",6944,10,1,10,10,0,1,9,10,6
"3584",6945,7,5,8,8,8,5,6,7,4
"3585",6949,0,5,5,8,10,9,8,10,3
"3586",6952,5,5,8,10,2,6,8,10,1
"3587",6953,7,7,5,10,0,0,7,8,2
"3588",6956,5,5,6,8,3,3,8,5,3
"3589",6958,10,10,8,8,10,5,6,8,3
"3590",6960,9,2,8,10,1,3,7,10,3
"3591",6962,7,7,8,10,5,7,10,10,3
"3592",6964,7,7,10,10,5,5,8,8,3
"3593",6969,5,3,7,8,3,5,10,8,2
"3594",6971,7,10,5,8,10,8,8,10,3
"3595",6976,9,2,4,10,2,3,8,8,4
"3596",6977,6,8,6,8,10,10,6,4,4
"3597",6979,9,5,9,10,3,5,8,10,3
"3598",6980,5,8,4,8,8,8,9,5,4
"3599",6984,8,4,7,8,5,6,8,8,5
"3600",6985,8,4,8,10,4,5,10,10,5
"3601",6986,10,5,8,10,4,4,6,9,1
"3602",6988,7,4,10,10,1,5,9,10,1
"3603",6989,7,1,10,10,6,1,10,10,3
"3604",6990,10,4,6,8,0,0,10,10,2
"3605",6991,10,0,10,10,0,0,6,10,2
"3606",6992,10,3,10,10,1,1,10,10,1
"3607",6994,8,10,10,10,3,8,7,9,2
"3608",6995,10,7,10,10,5,1,10,10,2
"3609",6997,8,7,10,10,5,5,9,9,3
"3610",6998,4,8,10,10,10,6,6,5,3
"3611",6999,7,5,5,7,8,8,5,4,3
"3612",7000,10,2,9,10,2,3,10,10,3
"3613",7001,10,10,8,10,10,4,10,10,6
"3614",7002,8,7,8,8,10,6,10,8,6
"3615",7003,8,5,8,8,10,5,7,8,2
"3616",7006,8,5,8,10,2,7,8,10,6
"3617",7009,8,8,8,8,0,5,5,5,2
"3618",7010,8,3,9,9,2,5,7,9,5
"3619",7011,8,8,10,10,10,5,8,10,2
"3620",7012,8,0,9,10,10,6,9,10,1
"3621",7013,10,0,10,10,0,0,10,10,4
"3622",7015,10,5,10,10,10,0,10,10,2
"3623",7019,10,5,8,8,0,5,10,10,2
"3624",7020,10,5,10,10,4,4,10,10,2
"3625",7021,9,7,9,10,2,9,5,9,3
"3626",7022,10,7,9,10,1,2,8,10,3
"3627",7029,7,6,6,9,5,8,7,7,5
"3628",7031,7,3,8,8,7,1,8,7,6
"3629",7032,7,5,8,8,10,7,9,9,3
"3630",7033,9,8,9,10,5,7,7,9,4
"3631",7037,10,1,10,10,0,5,9,8,1
"3632",7039,7,5,10,9,5,5,9,9,1
"3633",7042,4,4,9,9,6,1,9,7,4
"3634",7044,8,1,8,10,10,5,5,10,6
"3635",7046,9,7,10,10,10,8,10,10,1
"3636",7047,8,2,9,9,2,5,9,9,2
"3637",7050,9,10,8,9,0,7,10,10,3
"3638",7051,8,2,5,10,0,0,10,10,2
"3639",7053,7,5,5,8,5,5,5,5,4
"3640",7055,10,5,8,10,5,0,10,10,1
"3641",7057,10,2,10,10,10,0,10,10,2
"3642",7059,7,3,8,10,8,7,8,7,3
"3643",7060,10,5,10,10,4,8,10,10,3
"3644",7066,7,5,6,9,10,4,9,10,1
"3645",7067,7,2,10,10,6,6,8,10,3
"3646",7071,10,0,10,10,4,3,10,10,1
"3647",7072,9,7,9,10,5,6,10,10,2
"3648",7075,3,3,8,9,10,10,7,1,6
"3649",7076,9,9,10,10,6,6,6,9,1
"3650",7077,7,7,8,9,6,7,8,8,5
"3651",7081,10,3,8,10,3,8,9,5,6
"3652",7082,9,3,10,10,3,8,10,10,3
"3653",7084,10,5,10,10,0,0,10,10,3
"3654",7085,10,5,10,10,0,6,10,6,6
"3655",7088,5,8,8,8,9,9,9,9,6
"3656",7090,7,8,6,9,4,6,8,8,2
"3657",7091,10,5,5,10,0,7,10,10,1
"3658",7092,8,8,7,10,5,9,3,7,2
"3659",7093,9,10,8,10,0,9,10,10,1
"3660",7096,10,5,10,10,0,5,10,10,2
"3661",7097,7,7,5,7,5,4,6,10,2
"3662",7103,10,2,10,10,0,2,10,10,2
"3663",7104,10,5,10,10,5,3,8,10,4
"3664",7105,5,0,10,10,0,2,10,10,2
"3665",7108,7,2,9,9,9,7,6,9,1
"3666",7110,9,0,9,10,0,0,8,9,2
"3667",7111,8,2,8,9,1,1,8,8,6
"3668",7113,8,7,7,8,8,8,7,8,2
"3669",7114,10,9,9,10,8,2,9,10,2
"3670",7115,6,10,10,10,10,10,5,6,2
"3671",7118,8,9,8,9,10,9,9,9,5
"3672",7119,7,10,10,10,10,6,2,7,2
"3673",7120,10,2,10,10,7,4,10,10,2
"3674",7121,8,10,5,9,5,5,5,10,2
"3675",7123,10,3,8,10,0,0,10,10,1
"3676",7124,8,8,3,8,2,3,5,9,3
"3677",7125,5,10,7,10,5,5,9,10,2
"3678",7126,10,8,7,10,8,5,9,10,1
"3679",7127,10,1,10,10,0,0,10,10,2
"3680",7129,10,10,10,10,10,8,10,10,2
"3681",7130,8,5,7,10,4,5,7,8,2
"3682",7132,8,5,4,9,6,4,7,9,4
"3683",7133,8,8,10,10,4,7,7,8,2
"3684",7136,7,9,3,7,3,4,7,5,2
"3685",7138,8,3,10,10,5,7,7,10,3
"3686",7140,6,2,10,8,3,0,10,10,1
"3687",7142,10,1,10,10,0,0,8,10,5
"3688",7144,10,2,5,10,4,2,8,10,2
"3689",7145,10,5,10,10,3,3,10,10,2
"3690",7146,10,8,8,10,8,8,9,10,1
"3691",7151,10,5,8,8,5,7,6,9,1
"3692",7152,8,10,8,8,0,1,9,10,2
"3693",7153,10,10,10,10,10,10,10,10,3
"3694",7154,10,1,9,10,1,1,9,10,6
"3695",7155,0,10,7,7,10,7,5,3,6
"3696",7156,7,2,10,10,0,0,8,10,4
"3697",7160,10,4,10,10,1,1,10,10,3
"3698",7162,10,7,8,10,5,5,7,8,6
"3699",7163,9,6,9,9,3,2,8,9,2
"3700",7168,10,3,9,10,1,2,8,8,5
"3701",7169,10,5,10,10,1,2,10,10,3
"3702",7175,7,0,9,8,0,4,5,8,3
"3703",7180,9,9,6,10,1,1,9,10,4
"3704",7183,5,5,7,9,1,1,8,5,2
"3705",7184,8,10,5,10,10,2,6,10,3
"3706",7185,10,10,10,10,2,5,6,10,5
"3707",7189,7,10,8,10,3,2,8,8,1
"3708",7194,10,3,5,10,0,0,7,10,4
"3709",7195,10,3,10,10,4,6,8,10,5
"3710",7197,10,5,9,6,7,5,9,9,2
"3711",7198,9,10,9,8,5,2,8,10,1
"3712",7199,8,5,8,7,5,5,8,8,1
"3713",7202,7,5,8,9,4,4,6,9,3
"3714",7204,10,2,10,10,8,2,10,10,1
"3715",7205,7,2,8,10,5,6,9,9,4
"3716",7208,10,2,10,10,8,1,9,10,3
"3717",7209,8,3,8,10,9,3,8,8,4
"3718",7210,8,5,10,10,0,4,8,10,4
"3719",7211,9,9,8,9,3,3,9,9,2
"3720",7212,10,0,10,10,0,0,10,10,3
"3721",7214,8,8,9,8,9,9,7,9,1
"3722",7216,7,3,5,7,2,3,7,5,2
"3723",7218,8,5,8,9,4,3,9,10,1
"3724",7219,8,5,10,9,2,5,8,10,4
"3725",7221,8,9,9,10,2,3,7,5,1
"3726",7222,10,3,10,10,5,2,10,10,1
"3727",7223,5,8,8,6,7,10,5,7,1
"3728",7228,8,5,8,8,7,4,8,10,3
"3729",7229,9,4,9,9,4,3,8,9,3
"3730",7230,5,8,8,10,6,8,8,10,3
"3731",7231,8,8,8,10,2,8,8,8,2
"3732",7232,8,9,10,10,1,3,6,9,1
"3733",7233,7,4,6,7,1,1,7,4,3
"3734",7234,5,6,4,8,4,5,7,6,3
"3735",7236,10,0,10,10,0,1,10,10,2
"3736",7237,10,7,10,10,8,6,10,10,4
"3737",7242,8,4,10,10,1,4,8,10,1
"3738",7245,9,6,8,9,9,7,9,10,2
"3739",7246,9,5,9,9,1,2,10,10,6
"3740",7247,10,5,10,10,1,2,10,10,2
"3741",7250,8,7,7,8,3,3,6,7,6
"3742",7251,10,3,5,10,1,2,8,10,6
"3743",7253,8,9,10,10,7,7,3,5,2
"3744",7254,10,0,9,10,8,0,10,10,3
"3745",7256,10,5,10,10,10,5,10,10,2
"3746",7257,8,3,0,0,3,3,1,8,2
"3747",7259,9,10,10,9,10,7,8,9,2
"3748",7263,10,1,9,10,5,3,9,8,4
"3749",7264,8,8,10,10,7,7,9,9,3
"3750",7265,8,6,9,9,10,7,7,9,2
"3751",7266,5,5,5,8,2,5,8,8,2
"3752",7267,5,3,7,9,5,3,7,6,2
"3753",7270,10,10,10,10,0,0,10,10,1
"3754",7272,9,8,10,10,7,5,10,10,2
"3755",7280,10,1,10,10,1,0,10,10,1
"3756",7285,7,7,4,8,6,7,7,7,1
"3757",7287,7,8,5,7,9,8,7,7,4
"3758",7292,4,7,8,5,5,10,5,10,1
"3759",7294,6,7,8,10,4,4,8,8,6
"3760",7295,5,10,7,10,10,7,5,10,2
"3761",7296,5,9,10,10,8,5,10,5,3
"3762",7297,9,7,10,10,5,2,6,9,6
"3763",7299,10,8,10,10,3,5,10,10,3
"3764",7301,10,0,10,10,0,0,10,10,4
"3765",7304,10,1,8,10,1,0,10,10,2
"3766",7306,10,8,10,10,8,7,8,10,2
"3767",7307,9,7,9,10,4,2,6,10,1
"3768",7308,10,5,10,10,2,2,10,10,3
"3769",7309,10,0,10,10,0,5,10,10,2
"3770",7313,8,4,9,10,7,6,5,9,3
"3771",7314,9,8,10,10,9,8,10,10,4
"3772",7318,8,4,8,10,2,4,10,10,1
"3773",7320,9,6,9,10,4,5,8,8,4
"3774",7323,9,1,10,10,5,2,7,8,3
"3775",7326,10,0,5,10,10,5,10,3,2
"3776",7330,9,8,10,10,9,9,10,10,2
"3777",7331,8,6,7,10,8,6,8,8,4
"3778",7333,10,5,10,10,4,0,10,10,3
"3779",7334,10,0,10,10,0,0,10,10,3
"3780",7335,8,5,7,9,10,9,6,4,1
"3781",7336,8,5,8,10,5,5,10,5,2
"3782",7337,10,4,10,10,5,5,10,10,2
"3783",7338,10,8,9,10,7,7,8,10,1
"3784",7340,7,8,10,10,10,8,5,10,1
"3785",7341,9,6,9,10,0,0,10,10,5
"3786",7345,10,8,10,10,10,5,10,10,3
"3787",7348,10,10,10,10,10,5,10,10,1
"3788",7350,10,3,10,10,0,5,8,10,6
"3789",7352,7,5,7,8,2,2,7,8,5
"3790",7354,10,1,10,10,6,2,9,10,5
"3791",7355,8,8,10,10,5,6,7,8,2
"3792",7357,7,9,7,7,8,6,8,9,3
"3793",7359,8,4,7,9,6,2,9,8,3
"3794",7360,8,8,7,9,10,7,7,7,6
"3795",7361,10,4,7,10,4,3,10,10,1
"3796",7364,10,0,10,10,0,3,10,10,2
"3797",7366,10,6,9,10,10,5,6,10,2
"3798",7369,10,3,10,10,8,5,10,10,1
"3799",7370,10,2,10,10,2,0,10,10,1
"3800",7371,10,5,10,8,10,5,5,10,3
"3801",7372,8,1,9,9,2,2,8,9,2
"3802",7374,10,4,5,10,4,3,7,10,3
"3803",7375,8,5,7,8,6,5,8,8,1
"3804",7377,10,4,10,10,4,5,10,10,2
"3805",7381,9,6,10,10,0,3,10,10,2
"3806",7383,8,4,10,10,2,2,8,10,4
"3807",7385,8,5,7,9,3,5,7,6,1
"3808",7386,10,4,6,8,3,4,6,7,3
"3809",7390,8,8,8,9,6,9,9,10,5
"3810",7391,10,10,10,10,10,5,10,10,2
"3811",7392,0,10,10,7,10,5,5,8,2
"3812",7393,6,5,8,10,7,6,8,10,3
"3813",7395,10,0,10,10,0,0,10,10,2
"3814",7396,10,7,8,8,4,6,5,8,1
"3815",7399,8,6,8,10,2,8,8,10,4
"3816",7403,10,6,9,9,2,3,8,8,1
"3817",7404,9,5,10,10,5,8,9,9,1
"3818",7406,10,10,10,10,1,8,10,10,3
"3819",7409,10,3,10,10,5,3,7,10,5
"3820",7410,10,0,10,10,0,8,8,10,5
"3821",7412,10,1,10,10,0,1,10,10,5
"3822",7418,10,10,10,10,5,5,10,10,1
"3823",7423,9,6,6,7,5,5,7,10,1
"3824",7426,8,8,10,10,8,5,8,10,5
"3825",7429,8,6,10,10,10,6,6,9,2
"3826",7430,10,4,8,10,1,6,8,10,4
